ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Meta: _product_addons_exclude_global,Attribute 1 default,Attribute 2 default,Attribute 3 default,Attribute 4 default
648,variation,LD3W6D3MA16/12,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"6,624.00",,,,,,,id:254,,,,,,22,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
666,variation,LD3W6D3MA16/15,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"7,164.00",,,,,,,id:254,,,,,,40,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
684,variation,LD3W6D3MA16/18,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"8,604.00",,,,,,,id:254,,,,,,4,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
647,variation,LD3W6D4MA18/12,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"5,724.00",,,,,,,id:254,,,,,,21,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
665,variation,LD3W6D4MA18/15,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"6,444.00",,,,,,,id:254,,,,,,39,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
683,variation,LD3W6D4MA18/18,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"7,884.00",,,,,,,id:254,,,,,,3,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
685,variation,PA1W5D2MA56/12,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:246,,,,,,23,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
703,variation,PA1W5D2MA56/15,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"1,840.00",,,,,,,id:246,,,,,,41,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
721,variation,PA1W5D2MA56/18,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,115.00",,,,,,,id:246,,,,,,59,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
739,variation,PA1W5D2MA56/22,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,415.00",,,,,,,id:246,,,,,,5,Number of Calories,2200,,1,Number of days a week,5 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
687,variation,PA1W5D3MA57/12,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,015.00",,,,,,,id:246,,,,,,25,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
705,variation,PA1W5D3MA57/15,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,165.00",,,,,,,id:246,,,,,,43,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
723,variation,PA1W5D3MA57/18,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,565.00",,,,,,,id:246,,,,,,61,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
741,variation,PA1W5D3MA57/22,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,865.00",,,,,,,id:246,,,,,,7,Number of Calories,2200,,1,Number of days a week,5 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
686,variation,PA1W5D4MA60/12,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"1,715.00",,,,,,,id:246,,,,,,24,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
704,variation,PA1W5D4MA60/15,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"1,965.00",,,,,,,id:246,,,,,,42,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
722,variation,PA1W5D4MA60/18,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,365.00",,,,,,,id:246,,,,,,60,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
740,variation,PA1W5D4MA60/22,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,665.00",,,,,,,id:246,,,,,,6,Number of Calories,2200,,1,Number of days a week,5 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
694,variation,PA1W6D2MA58/12,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"1,968.00",,,,,,,id:246,,,,,,32,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
712,variation,PA1W6D2MA58/15,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,208.00",,,,,,,id:246,,,,,,50,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
730,variation,PA1W6D2MA58/18,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,538.00",,,,,,,id:246,,,,,,68,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
748,variation,PA1W6D2MA58/22,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,898.00",,,,,,,id:246,,,,,,14,Number of Calories,2200,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
696,variation,PA1W6D3MA59/12,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,418.00",,,,,,,id:246,,,,,,34,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
714,variation,PA1W6D3MA59/15,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,598.00",,,,,,,id:246,,,,,,52,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
732,variation,PA1W6D3MA59/18,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,078.00",,,,,,,id:246,,,,,,70,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
750,variation,PA1W6D3MA59/22,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,438.00",,,,,,,id:246,,,,,,16,Number of Calories,2200,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
695,variation,PA1W6D4MA61/12,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,058.00",,,,,,,id:246,,,,,,33,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
713,variation,PA1W6D4MA61/15,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,418.00",,,,,,,id:246,,,,,,51,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
731,variation,PA1W6D4MA61/18,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,838.00",,,,,,,id:246,,,,,,69,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
749,variation,PA1W6D4MA61/22,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,198.00",,,,,,,id:246,,,,,,15,Number of Calories,2200,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
688,variation,PA2W5D2MA56/12,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,280.00",,,,,,,id:246,,,,,,26,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
706,variation,PA2W5D2MA56/15,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,680.00",,,,,,,id:246,,,,,,44,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
724,variation,PA2W5D2MA56/18,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,230.00",,,,,,,id:246,,,,,,62,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
742,variation,PA2W5D2MA56/22,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,830.00",,,,,,,id:246,,,,,,8,Number of Calories,2200,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
690,variation,PA2W5D3MA57/12,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,030.00",,,,,,,id:246,,,,,,28,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
708,variation,PA2W5D3MA57/15,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,430.00",,,,,,,id:246,,,,,,46,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
726,variation,PA2W5D3MA57/18,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"5,130.00",,,,,,,id:246,,,,,,64,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
744,variation,PA2W5D3MA57/22,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"5,730.00",,,,,,,id:246,,,,,,10,Number of Calories,2200,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
689,variation,PA2W5D4MA60/12,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,430.00",,,,,,,id:246,,,,,,27,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
707,variation,PA2W5D4MA60/15,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,030.00",,,,,,,id:246,,,,,,45,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
725,variation,PA2W5D4MA60/18,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,730.00",,,,,,,id:246,,,,,,63,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
743,variation,PA2W5D4MA60/22,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"5,330.00",,,,,,,id:246,,,,,,9,Number of Calories,2200,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
697,variation,PA2W6D2MA58/12,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,936.00",,,,,,,id:246,,,,,,35,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
715,variation,PA2W6D2MA58/15,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,416.00",,,,,,,id:246,,,,,,53,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
733,variation,PA2W6D2MA58/18,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"5,076.00",,,,,,,id:246,,,,,,71,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
751,variation,PA2W6D2MA58/22,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"5,796.00",,,,,,,id:246,,,,,,17,Number of Calories,2200,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
699,variation,PA2W6D3MA59/12,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,836.00",,,,,,,id:246,,,,,,37,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
717,variation,PA2W6D3MA59/15,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"5,316.00",,,,,,,id:246,,,,,,55,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
735,variation,PA2W6D3MA59/18,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"6,156.00",,,,,,,id:246,,,,,,1,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
753,variation,PA2W6D3MA59/22,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"6,876.00",,,,,,,id:246,,,,,,19,Number of Calories,2200,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
698,variation,PA2W6D4MA61/12,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,116.00",,,,,,,id:246,,,,,,36,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
716,variation,PA2W6D4MA61/15,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,836.00",,,,,,,id:246,,,,,,54,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
734,variation,PA2W6D4MA61/18,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"5,676.00",,,,,,,id:246,,,,,,72,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
752,variation,PA2W6D4MA61/22,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"6,396.00",,,,,,,id:246,,,,,,18,Number of Calories,2200,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
691,variation,PA3W5D2MA56/12,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,920.00",,,,,,,id:246,,,,,,29,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
709,variation,PA3W5D2MA56/15,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"5,520.00",,,,,,,id:246,,,,,,47,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
727,variation,PA3W5D2MA56/18,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"6,345.00",,,,,,,id:246,,,,,,65,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
745,variation,PA3W5D2MA56/22,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"7,245.00",,,,,,,id:246,,,,,,11,Number of Calories,2200,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
693,variation,PA3W5D3MA57/12,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"6,045.00",,,,,,,id:246,,,,,,31,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
711,variation,PA3W5D3MA57/15,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"6,495.00",,,,,,,id:246,,,,,,49,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
729,variation,PA3W5D3MA57/18,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"7,695.00",,,,,,,id:246,,,,,,67,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
747,variation,PA3W5D3MA57/22,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"8,595.00",,,,,,,id:246,,,,,,13,Number of Calories,2200,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
692,variation,PA3W5D4MA60/12,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"5,670.00",,,,,,,id:246,,,,,,30,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
710,variation,PA3W5D4MA60/15,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"5,895.00",,,,,,,id:246,,,,,,48,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
728,variation,PA3W5D4MA60/18,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"7,095.00",,,,,,,id:246,,,,,,66,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
746,variation,PA3W5D4MA60/22,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"7,995.00",,,,,,,id:246,,,,,,12,Number of Calories,2200,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
700,variation,PA3W6D2MA58/12,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"5,904.00",,,,,,,id:246,,,,,,38,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
718,variation,PA3W6D2MA58/15,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"6,624.00",,,,,,,id:246,,,,,,56,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
736,variation,PA3W6D2MA58/18,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"7,614.00",,,,,,,id:246,,,,,,2,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
754,variation,PA3W6D2MA58/22,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"8,694.00",,,,,,,id:246,,,,,,20,Number of Calories,2200,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
702,variation,PA3W6D3MA59/12,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"7,254.00",,,,,,,id:246,,,,,,40,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
720,variation,PA3W6D3MA59/15,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"7,974.00",,,,,,,id:246,,,,,,58,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
738,variation,PA3W6D3MA59/18,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"9,234.00",,,,,,,id:246,,,,,,4,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
756,variation,PA3W6D3MA59/22,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"10,314.00",,,,,,,id:246,,,,,,22,Number of Calories,2200,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
701,variation,PA3W6D4MA61/12,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"6,174.00",,,,,,,id:246,,,,,,39,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
719,variation,PA3W6D4MA61/15,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"7,254.00",,,,,,,id:246,,,,,,57,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
737,variation,PA3W6D4MA61/18,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"8,514.00",,,,,,,id:246,,,,,,3,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
755,variation,PA3W6D4MA61/22,Paleo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"9,594.00",,,,,,,id:246,,,,,,21,Number of Calories,2200,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
757,variation,OP1W5D2MA52/22,Optimal Performance,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,240.00",,,,,,,id:520,,,,,,1,Number of Calories,2200,,1,Number of days a week,5 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
775,variation,OP1W5D2MA52/26,Optimal Performance,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,690.00",,,,,,,id:520,,,,,,19,Number of Calories,2600,,1,Number of days a week,5 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
759,variation,OP1W5D3MA53/22,Optimal Performance,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,690.00",,,,,,,id:520,,,,,,3,Number of Calories,2200,,1,Number of days a week,5 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
777,variation,OP1W5D3MA53/26,Optimal Performance,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,140.00",,,,,,,id:520,,,,,,21,Number of Calories,2600,,1,Number of days a week,5 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
758,variation,OP1W5D4MA56/22,Optimal Performance,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,490.00",,,,,,,id:520,,,,,,2,Number of Calories,2200,,1,Number of days a week,5 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
776,variation,OP1W5D4MA56/26,Optimal Performance,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,645.00",,,,,,,id:520,,,,,,20,Number of Calories,2600,,1,Number of days a week,5 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
766,variation,OP1W6D2MA54/22,Optimal Performance,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,688.00",,,,,,,id:520,,,,,,10,Number of Calories,2200,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
784,variation,OP1W6D2MA54/26,Optimal Performance,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,904.00",,,,,,,id:520,,,,,,28,Number of Calories,2600,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
768,variation,OP1W6D3MA55/22,Optimal Performance,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,228.00",,,,,,,id:520,,,,,,12,Number of Calories,2200,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
786,variation,OP1W6D3MA55/26,Optimal Performance,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,768.00",,,,,,,id:520,,,,,,30,Number of Calories,2600,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
